x_m,t_s,T_excess_K,alpha_m2_s,source
0.028,44,24.95469485,1e-05,synthetic_analytical
0.029,44,25.59083494,1e-05,synthetic_analytical
0.03,44,26.20171997,1e-05,synthetic_analytical
0.031,44,26.78674706,1e-05,synthetic_analytical
0.032,44,27.34533887,1e-05,synthetic_analytical
0.033,44,27.87694414,1e-05,synthetic_analytical
0.034,44,28.38103822,1e-05,synthetic_analytical
0.035,44,28.85712364,1e-05,synthetic_analytical
0.036,44,29.30473057,1e-05,synthetic_analytical
0.037,44,29.72341727,1e-05,synthetic_analytical
0.038,44,30.11277054,1e-05,synthetic_analytical
0.039,44,30.47240615,1e-05,synthetic_analytical
0.04,44,30.80196916,1e-05,synthetic_analytical
0.041,44,31.10113436,1e-05,synthetic_analytical
0.042,44,31.36960649,1e-05,synthetic_analytical
0.043,44,31.6071206,1e-05,synthetic_analytical
0.044,44,31.8134423,1e-05,synthetic_analytical
0.045,44,31.98836798,1e-05,synthetic_analytical
0.046,44,32.131725,1e-05,synthetic_analytical
0.047,44,32.24337188,1e-05,synthetic_analytical
0.048,44,32.32319845,1e-05,synthetic_analytical
0.049,44,32.37112593,1e-05,synthetic_analytical
0.05,44,32.38710701,1e-05,synthetic_analytical
0.051,44,32.37112593,1e-05,synthetic_analytical
0.052,44,32.32319845,1e-05,synthetic_analytical
0.053,44,32.24337188,1e-05,synthetic_analytical
0.054,44,32.131725,1e-05,synthetic_analytical
0.055,44,31.98836798,1e-05,synthetic_analytical
0.056,44,31.8134423,1e-05,synthetic_analytical
0.057,44,31.6071206,1e-05,synthetic_analytical
0.058,44,31.36960649,1e-05,synthetic_analytical
0.059,44,31.10113436,1e-05,synthetic_analytical
0.06,44,30.80196916,1e-05,synthetic_analytical
0.061,44,30.47240615,1e-05,synthetic_analytical
0.062,44,30.11277054,1e-05,synthetic_analytical
0.063,44,29.72341727,1e-05,synthetic_analytical
0.064,44,29.30473057,1e-05,synthetic_analytical
0.065,44,28.85712364,1e-05,synthetic_analytical
0.066,44,28.38103822,1e-05,synthetic_analytical
0.067,44,27.87694414,1e-05,synthetic_analytical
0.068,44,27.34533887,1e-05,synthetic_analytical
0.069,44,26.78674706,1e-05,synthetic_analytical
0.07,44,26.20171997,1e-05,synthetic_analytical
0.071,44,25.59083494,1e-05,synthetic_analytical
0.072,44,24.95469485,1e-05,synthetic_analytical
0.073,44,24.29392748,1e-05,synthetic_analytical
0.074,44,23.60918494,1e-05,synthetic_analytical
0.075,44,22.90114299,1e-05,synthetic_analytical
0.076,44,22.17050037,1e-05,synthetic_analytical
0.077,44,21.41797815,1e-05,synthetic_analytical
0.078,44,20.64431897,1e-05,synthetic_analytical
0.079,44,19.85028633,1e-05,synthetic_analytical
0.08,44,19.03666386,1e-05,synthetic_analytical
0.081,44,18.20425451,1e-05,synthetic_analytical
0.082,44,17.35387975,1e-05,synthetic_analytical
0.083,44,16.4863788,1e-05,synthetic_analytical
0.084,44,15.6026078,1e-05,synthetic_analytical
0.085,44,14.7034389,1e-05,synthetic_analytical
0.086,44,13.78975948,1e-05,synthetic_analytical
0.087,44,12.86247123,1e-05,synthetic_analytical
0.088,44,11.92248928,1e-05,synthetic_analytical
0.089,44,10.97074127,1e-05,synthetic_analytical
0.09,44,10.00816646,1e-05,synthetic_analytical
0.091,44,9.035714806,1e-05,synthetic_analytical
0.092,44,8.054345988,1e-05,synthetic_analytical
0.093,44,7.065028502,1e-05,synthetic_analytical
0.094,44,6.068738687,1e-05,synthetic_analytical
0.095,44,5.066459759,1e-05,synthetic_analytical
0.096,44,4.059180847,1e-05,synthetic_analytical
0.097,44,3.047896014,1e-05,synthetic_analytical
0.098,44,2.033603275,1e-05,synthetic_analytical
0.099,44,1.017303615,1e-05,synthetic_analytical
0.1,44,3.966276693e-15,1e-05,synthetic_analytical
0,48,0,1e-05,synthetic_analytical
0.001,48,0.9779245054,1e-05,synthetic_analytical
0.002,48,1.954883917,1e-05,synthetic_analytical
0.003,48,2.929914095,1e-05,synthetic_analytical
0.004,48,3.902052801,1e-05,synthetic_analytical
0.005,48,4.870340652,1e-05,synthetic_analytical
0.006,48,5.833822065,1e-05,synthetic_analytical
0.007,48,6.7915462,1e-05,synthetic_analytical
0.008,48,7.742567898,1e-05,synthetic_analytical
0.009,48,8.685948617,1e-05,synthetic_analytical
0.01,48,9.620757354,1e-05,synthetic_analytical
0.011,48,10.54607156,1e-05,synthetic_analytical
0.012,48,11.46097807,1e-05,synthetic_analytical
0.013,48,12.36457398,1e-05,synthetic_analytical
0.014,48,13.25596755,1e-05,synthetic_analytical
0.015,48,14.13427908,1e-05,synthetic_analytical
0.016,48,14.99864178,1e-05,synthetic_analytical
0.017,48,15.84820263,1e-05,synthetic_analytical
0.018,48,16.68212322,1e-05,synthetic_analytical
0.019,48,17.49958057,1e-05,synthetic_analytical
0.02,48,18.29976795,1e-05,synthetic_analytical
0.021,48,19.08189566,1e-05,synthetic_analytical
0.022,48,19.84519184,1e-05,synthetic_analytical
0.023,48,20.58890322,1e-05,synthetic_analytical
0.024,48,21.31229584,1e-05,synthetic_analytical
0.025,48,22.01465579,1e-05,synthetic_analytical
0.026,48,22.69528994,1e-05,synthetic_analytical
0.027,48,23.35352657,1e-05,synthetic_analytical
0.028,48,23.98871609,1e-05,synthetic_analytical
0.029,48,24.60023165,1e-05,synthetic_analytical
0.03,48,25.18746975,1e-05,synthetic_analytical
0.031,48,25.74985086,1e-05,synthetic_analytical
0.032,48,26.28681997,1e-05,synthetic_analytical
0.033,48,26.79784716,1e-05,synthetic_analytical
0.034,48,27.28242812,1e-05,synthetic_analytical
0.035,48,27.74008461,1e-05,synthetic_analytical
0.036,48,28.17036499,1e-05,synthetic_analytical
0.037,48,28.57284462,1e-05,synthetic_analytical
0.038,48,28.9471263,1e-05,synthetic_analytical
0.039,48,29.29284066,1e-05,synthetic_analytical
0.04,48,29.60964652,1e-05,synthetic_analytical
0.041,48,29.89723124,1e-05,synthetic_analytical
0.042,48,30.155311,1e-05,synthetic_analytical
0.043,48,30.38363111,1e-05,synthetic_analytical
0.044,48,30.58196624,1e-05,synthetic_analytical
0.045,48,30.75012067,1e-05,synthetic_analytical
0.046,48,30.88792844,1e-05,synthetic_analytical
0.047,48,30.99525355,1e-05,synthetic_analytical
0.048,48,31.07199009,1e-05,synthetic_analytical
0.049,48,31.11806233,1e-05,synthetic_analytical
0.05,48,31.13342479,1e-05,synthetic_analytical
0.051,48,31.11806233,1e-05,synthetic_analytical
0.052,48,31.07199009,1e-05,synthetic_analytical
0.053,48,30.99525355,1e-05,synthetic_analytical
0.054,48,30.88792844,1e-05,synthetic_analytical
0.055,48,30.75012067,1e-05,synthetic_analytical
0.056,48,30.58196624,1e-05,synthetic_analytical
0.057,48,30.38363111,1e-05,synthetic_analytical
0.058,48,30.155311,1e-05,synthetic_analytical
0.059,48,29.89723124,1e-05,synthetic_analytical
0.06,48,29.60964652,1e-05,synthetic_analytical
0.061,48,29.29284066,1e-05,synthetic_analytical
0.062,48,28.9471263,1e-05,synthetic_analytical
0.063,48,28.57284462,1e-05,synthetic_analytical
0.064,48,28.17036499,1e-05,synthetic_analytical
0.065,48,27.74008461,1e-05,synthetic_analytical
0.066,48,27.28242812,1e-05,synthetic_analytical
0.067,48,26.79784716,1e-05,synthetic_analytical
0.068,48,26.28681997,1e-05,synthetic_analytical
0.069,48,25.74985086,1e-05,synthetic_analytical
0.07,48,25.18746975,1e-05,synthetic_analytical
0.071,48,24.60023165,1e-05,synthetic_analytical
0.072,48,23.98871609,1e-05,synthetic_analytical
0.073,48,23.35352657,1e-05,synthetic_analytical
0.074,48,22.69528994,1e-05,synthetic_analytical
0.075,48,22.01465579,1e-05,synthetic_analytical
0.076,48,21.31229584,1e-05,synthetic_analytical
0.077,48,20.58890322,1e-05,synthetic_analytical
0.078,48,19.84519184,1e-05,synthetic_analytical
0.079,48,19.08189566,1e-05,synthetic_analytical
0.08,48,18.29976795,1e-05,synthetic_analytical
0.081,48,17.49958057,1e-05,synthetic_analytical
0.082,48,16.68212322,1e-05,synthetic_analytical
0.083,48,15.84820263,1e-05,synthetic_analytical
0.084,48,14.99864178,1e-05,synthetic_analytical
0.085,48,14.13427908,1e-05,synthetic_analytical
0.086,48,13.25596755,1e-05,synthetic_analytical
0.087,48,12.36457398,1e-05,synthetic_analytical
0.088,48,11.46097807,1e-05,synthetic_analytical
0.089,48,10.54607156,1e-05,synthetic_analytical
0.09,48,9.620757354,1e-05,synthetic_analytical
0.091,48,8.685948617,1e-05,synthetic_analytical
0.092,48,7.742567898,1e-05,synthetic_analytical
0.093,48,6.7915462,1e-05,synthetic_analytical
0.094,48,5.833822065,1e-05,synthetic_analytical
0.095,48,4.870340652,1e-05,synthetic_analytical
0.096,48,3.902052801,1e-05,synthetic_analytical
0.097,48,2.929914095,1e-05,synthetic_analytical
0.098,48,1.954883917,1e-05,synthetic_analytical
0.099,48,0.9779245054,1e-05,synthetic_analytical
0.1,48,3.812744902e-15,1e-05,synthetic_analytical
0,52,0,1e-05,synthetic_analytical
0.001,52,0.940069733,1e-05,synthetic_analytical
0.002,52,1.879211731,1e-05,synthetic_analytical
0.003,52,2.816499173,1e-05,synthetic_analytical
0.004,52,3.751007071,1e-05,synthetic_analytical
0.005,52,4.681813178,1e-05,synthetic_analytical
0.006,52,5.607998901,1e-05,synthetic_analytical
0.007,52,6.528650205,1e-05,synthetic_analytical
0.008,52,7.44285852,1e-05,synthetic_analytical
0.009,52,8.349721633,1e-05,synthetic_analytical
0.01,52,9.248344578,1e-05,synthetic_analytical
0.011,52,10.13784052,1e-05,synthetic_analytical
0.012,52,11.01733164,1e-05,synthetic_analytical
0.013,52,11.88594999,1e-05,synthetic_analytical
0.014,52,12.74283834,1e-05,synthetic_analytical
0.015,52,13.58715104,1e-05,synthetic_analytical
0.016,52,14.41805487,1e-05,synthetic_analytical
0.017,52,15.23472981,1e-05,synthetic_analytical
0.018,52,16.03636992,1e-05,synthetic_analytical
0.019,52,16.82218407,1e-05,synthetic_analytical
0.02,52,17.59139675,1e-05,synthetic_analytical
0.021,52,18.34324885,1e-05,synthetic_analytical
0.022,52,19.07699837,1e-05,synthetic_analytical
0.023,52,19.79192121,1e-05,synthetic_analytical
0.024,52,20.4873118,1e-05,synthetic_analytical
0.025,52,21.16248389,1e-05,synthetic_analytical
0.026,52,21.81677117,1e-05,synthetic_analytical
0.027,52,22.44952792,1e-05,synthetic_analytical
0.028,52,23.0601297,1e-05,synthetic_analytical
0.029,52,23.64797392,1e-05,synthetic_analytical
0.03,52,24.21248044,1e-05,synthetic_analytical
0.031,52,24.75309217,1e-05,synthetic_analytical
0.032,52,25.26927559,1e-05,synthetic_analytical
0.033,52,25.76052128,1e-05,synthetic_analytical
0.034,52,26.22634444,1e-05,synthetic_analytical
0.035,52,26.66628537,1e-05,synthetic_analytical
0.036,52,27.0799099,1e-05,synthetic_analytical
0.037,52,27.46680982,1e-05,synthetic_analytical
0.038,52,27.82660332,1e-05,synthetic_analytical
0.039,52,28.15893532,1e-05,synthetic_analytical
0.04,52,28.46347785,1e-05,synthetic_analytical
0.041,52,28.73993037,1e-05,synthetic_analytical
0.042,52,28.98802004,1e-05,synthetic_analytical
0.043,52,29.20750204,1e-05,synthetic_analytical
0.044,52,29.39815976,1e-05,synthetic_analytical
0.045,52,29.55980505,1e-05,synthetic_analytical
0.046,52,29.69227837,1e-05,synthetic_analytical
0.047,52,29.795449,1e-05,synthetic_analytical
0.048,52,29.86921513,1e-05,synthetic_analytical
0.049,52,29.91350394,1e-05,synthetic_analytical
0.05,52,29.92827173,1e-05,synthetic_analytical
0.051,52,29.91350394,1e-05,synthetic_analytical
0.052,52,29.86921513,1e-05,synthetic_analytical
0.053,52,29.795449,1e-05,synthetic_analytical
0.054,52,29.69227837,1e-05,synthetic_analytical
0.055,52,29.55980505,1e-05,synthetic_analytical
0.056,52,29.39815976,1e-05,synthetic_analytical
0.057,52,29.20750204,1e-05,synthetic_analytical
0.058,52,28.98802004,1e-05,synthetic_analytical
0.059,52,28.73993037,1e-05,synthetic_analytical
0.06,52,28.46347785,1e-05,synthetic_analytical
0.061,52,28.15893532,1e-05,synthetic_analytical
0.062,52,27.82660332,1e-05,synthetic_analytical
0.063,52,27.46680982,1e-05,synthetic_analytical
0.064,52,27.0799099,1e-05,synthetic_analytical
0.065,52,26.66628537,1e-05,synthetic_analytical
0.066,52,26.22634444,1e-05,synthetic_analytical
0.067,52,25.76052128,1e-05,synthetic_analytical
0.068,52,25.26927559,1e-05,synthetic_analytical
0.069,52,24.75309217,1e-05,synthetic_analytical
0.07,52,24.21248044,1e-05,synthetic_analytical
0.071,52,23.64797392,1e-05,synthetic_analytical
0.072,52,23.0601297,1e-05,synthetic_analytical
0.073,52,22.44952792,1e-05,synthetic_analytical
0.074,52,21.81677117,1e-05,synthetic_analytical
0.075,52,21.16248389,1e-05,synthetic_analytical
0.076,52,20.4873118,1e-05,synthetic_analytical
0.077,52,19.79192121,1e-05,synthetic_analytical
0.078,52,19.07699837,1e-05,synthetic_analytical
0.079,52,18.34324885,1e-05,synthetic_analytical
0.08,52,17.59139675,1e-05,synthetic_analytical
0.081,52,16.82218407,1e-05,synthetic_analytical
0.082,52,16.03636992,1e-05,synthetic_analytical
0.083,52,15.23472981,1e-05,synthetic_analytical
0.084,52,14.41805487,1e-05,synthetic_analytical
0.085,52,13.58715104,1e-05,synthetic_analytical
0.086,52,12.74283834,1e-05,synthetic_analytical
0.087,52,11.88594999,1e-05,synthetic_analytical
0.088,52,11.01733164,1e-05,synthetic_analytical
0.089,52,10.13784052,1e-05,synthetic_analytical
0.09,52,9.248344578,1e-05,synthetic_analytical
0.091,52,8.349721633,1e-05,synthetic_analytical
0.092,52,7.44285852,1e-05,synthetic_analytical
0.093,52,6.528650205,1e-05,synthetic_analytical
0.094,52,5.607998901,1e-05,synthetic_analytical
0.095,52,4.681813178,1e-05,synthetic_analytical
0.096,52,3.751007071,1e-05,synthetic_analytical
0.097,52,2.816499173,1e-05,synthetic_analytical
0.098,52,1.879211731,1e-05,synthetic_analytical
0.099,52,0.940069733,1e-05,synthetic_analytical
0.1,52,3.665156218e-15,1e-05,synthetic_analytical
0,56,0,1e-05,synthetic_analytical
0.001,56,0.9036802924,1e-05,synthetic_analytical
0.002,56,1.806468761,1e-05,synthetic_analytical
0.003,56,2.707474464,1e-05,synthetic_analytical
0.004,56,3.605808216,1e-05,synthetic_analytical
0.005,56,4.500583471,1e-05,synthetic_analytical
0.006,56,5.390917193,1e-05,synthetic_analytical
0.007,56,6.275930731,1e-05,synthetic_analytical
0.008,56,7.154750682,1e-05,synthetic_analytical
0.009,56,8.026509759,1e-05,synthetic_analytical
0.01,56,8.89034764,1e-05,synthetic_analytical
0.011,56,9.745411821,1e-05,synthetic_analytical
0.012,56,10.59085846,1e-05,synthetic_analytical
0.013,56,11.42585319,1e-05,synthetic_analytical
0.014,56,12.24957199,1e-05,synthetic_analytical
0.015,56,13.06120194,1e-05,synthetic_analytical
0.016,56,13.85994207,1e-05,synthetic_analytical
0.017,56,14.6450041,1e-05,synthetic_analytical
0.018,56,15.41561328,1e-05,synthetic_analytical
0.019,56,16.17100911,1e-05,synthetic_analytical
0.02,56,16.91044611,1e-05,synthetic_analytical
0.021,56,17.63319454,1e-05,synthetic_analytical
0.022,56,18.33854114,1e-05,synthetic_analytical
0.023,56,19.0257898,1e-05,synthetic_analytical
0.024,56,19.69426232,1e-05,synthetic_analytical
0.025,56,20.34329897,1e-05,synthetic_analytical
0.026,56,20.97225924,1e-05,synthetic_analytical
0.027,56,21.58052243,1e-05,synthetic_analytical
0.028,56,22.16748824,1e-05,synthetic_analytical
0.029,56,22.73257742,1e-05,synthetic_analytical
0.03,56,23.27523229,1e-05,synthetic_analytical
0.031,56,23.79491732,1e-05,synthetic_analytical
0.032,56,24.29111964,1e-05,synthetic_analytical
0.033,56,24.76334955,1e-05,synthetic_analytical
0.034,56,25.21114103,1e-05,synthetic_analytical
0.035,56,25.63405215,1e-05,synthetic_analytical
0.036,56,26.03166556,1e-05,synthetic_analytical
0.037,56,26.40358886,1e-05,synthetic_analytical
0.038,56,26.74945501,1e-05,synthetic_analytical
0.039,56,27.06892267,1e-05,synthetic_analytical
0.04,56,27.36167657,1e-05,synthetic_analytical
0.041,56,27.6274278,1e-05,synthetic_analytical
0.042,56,27.8659141,1e-05,synthetic_analytical
0.043,56,28.0769001,1e-05,synthetic_analytical
0.044,56,28.2601776,1e-05,synthetic_analytical
0.045,56,28.41556571,1e-05,synthetic_analytical
0.046,56,28.54291108,1e-05,synthetic_analytical
0.047,56,28.64208805,1e-05,synthetic_analytical
0.048,56,28.71299874,1e-05,synthetic_analytical
0.049,56,28.75557316,1e-05,synthetic_analytical
0.05,56,28.76976931,1e-05,synthetic_analytical
0.051,56,28.75557316,1e-05,synthetic_analytical
0.052,56,28.71299874,1e-05,synthetic_analytical
0.053,56,28.64208805,1e-05,synthetic_analytical
0.054,56,28.54291108,1e-05,synthetic_analytical
0.055,56,28.41556571,1e-05,synthetic_analytical
0.056,56,28.2601776,1e-05,synthetic_analytical
0.057,56,28.0769001,1e-05,synthetic_analytical
0.058,56,27.8659141,1e-05,synthetic_analytical
0.059,56,27.6274278,1e-05,synthetic_analytical
0.06,56,27.36167657,1e-05,synthetic_analytical
0.061,56,27.06892267,1e-05,synthetic_analytical
0.062,56,26.74945501,1e-05,synthetic_analytical
0.063,56,26.40358886,1e-05,synthetic_analytical
0.064,56,26.03166556,1e-05,synthetic_analytical
0.065,56,25.63405215,1e-05,synthetic_analytical
0.066,56,25.21114103,1e-05,synthetic_analytical
0.067,56,24.76334955,1e-05,synthetic_analytical
0.068,56,24.29111964,1e-05,synthetic_analytical
0.069,56,23.79491732,1e-05,synthetic_analytical
0.07,56,23.27523229,1e-05,synthetic_analytical
0.071,56,22.73257742,1e-05,synthetic_analytical
0.072,56,22.16748824,1e-05,synthetic_analytical
0.073,56,21.58052243,1e-05,synthetic_analytical
0.074,56,20.97225924,1e-05,synthetic_analytical
0.075,56,20.34329897,1e-05,synthetic_analytical
0.076,56,19.69426232,1e-05,synthetic_analytical
0.077,56,19.0257898,1e-05,synthetic_analytical
0.078,56,18.33854114,1e-05,synthetic_analytical
0.079,56,17.63319454,1e-05,synthetic_analytical
0.08,56,16.91044611,1e-05,synthetic_analytical
0.081,56,16.17100911,1e-05,synthetic_analytical
0.082,56,15.41561328,1e-05,synthetic_analytical
0.083,56,14.6450041,1e-05,synthetic_analytical
0.084,56,13.85994207,1e-05,synthetic_analytical
0.085,56,13.06120194,1e-05,synthetic_analytical
0.086,56,12.24957199,1e-05,synthetic_analytical
0.087,56,11.42585319,1e-05,synthetic_analytical
0.088,56,10.59085846,1e-05,synthetic_analytical
0.089,56,9.745411821,1e-05,synthetic_analytical
0.09,56,8.89034764,1e-05,synthetic_analytical
0.091,56,8.026509759,1e-05,synthetic_analytical
0.092,56,7.154750682,1e-05,synthetic_analytical
0.093,56,6.275930731,1e-05,synthetic_analytical
0.094,56,5.390917193,1e-05,synthetic_analytical
0.095,56,4.500583471,1e-05,synthetic_analytical
0.096,56,3.605808216,1e-05,synthetic_analytical
0.097,56,2.707474464,1e-05,synthetic_analytical
0.098,56,1.806468761,1e-05,synthetic_analytical
0.099,56,0.9036802924,1e-05,synthetic_analytical
0.1,56,3.523280589e-15,1e-05,synthetic_analytical
0,60,0,1e-05,synthetic_analytical
0.001,60,0.8686994615,1e-05,synthetic_analytical
0.002,60,1.736541622,1e-05,synthetic_analytical
0.003,60,2.602670025,1e-05,synthetic_analytical
0.004,60,3.466229907,1e-05,synthetic_analytical
0.005,60,4.326369038,1e-05,synthetic_analytical
0.006,60,5.182238566,1e-05,synthetic_analytical
0.007,60,6.03299385,1e-05,synthetic_analytical
0.008,60,6.877795297,1e-05,synthetic_analytical
0.009,60,7.715809191,1e-05,synthetic_analytical
0.01,60,8.546208512,1e-05,synthetic_analytical
0.011,60,9.368173758,1e-05,synthetic_analytical
0.012,60,10.18089375,1e-05,synthetic_analytical
0.013,60,10.98356642,1e-05,synthetic_analytical
0.014,60,11.77539965,1e-05,synthetic_analytical
0.015,60,12.55561197,1e-05,synthetic_analytical
0.016,60,13.32343342,1e-05,synthetic_analytical
0.017,60,14.07810625,1e-05,synthetic_analytical
0.018,60,14.81888569,1e-05,synthetic_analytical
0.019,60,15.54504068,1e-05,synthetic_analytical
0.02,60,16.25585459,1e-05,synthetic_analytical
0.021,60,16.95062593,1e-05,synthetic_analytical
0.022,60,17.62866906,1e-05,synthetic_analytical
0.023,60,18.28931481,1e-05,synthetic_analytical
0.024,60,18.93191122,1e-05,synthetic_analytical
0.025,60,19.55582412,1e-05,synthetic_analytical
0.026,60,20.16043778,1e-05,synthetic_analytical
0.027,60,20.74515553,1e-05,synthetic_analytical
0.028,60,21.30940031,1e-05,synthetic_analytical
0.029,60,21.85261528,1e-05,synthetic_analytical
0.03,60,22.37426436,1e-05,synthetic_analytical
0.031,60,22.87383274,1e-05,synthetic_analytical
0.032,60,23.35082742,1e-05,synthetic_analytical
0.033,60,23.80477764,1e-05,synthetic_analytical
0.034,60,24.23523542,1e-05,synthetic_analytical
0.035,60,24.64177595,1e-05,synthetic_analytical
0.036,60,25.02399803,1e-05,synthetic_analytical
0.037,60,25.38152444,1e-05,synthetic_analytical
0.038,60,25.71400235,1e-05,synthetic_analytical
0.039,60,26.02110364,1e-05,synthetic_analytical
0.04,60,26.30252524,1e-05,synthetic_analytical
0.041,60,26.55798943,1e-05,synthetic_analytical
0.042,60,26.78724409,1e-05,synthetic_analytical
0.043,60,26.99006297,1e-05,synthetic_analytical
0.044,60,27.16624592,1e-05,synthetic_analytical
0.045,60,27.31561907,1e-05,synthetic_analytical
0.046,60,27.43803499,1e-05,synthetic_analytical
0.047,60,27.53337289,1e-05,synthetic_analytical
0.048,60,27.60153868,1e-05,synthetic_analytical
0.049,60,27.64246507,1e-05,synthetic_analytical
0.05,60,27.6561117,1e-05,synthetic_analytical
0.051,60,27.64246507,1e-05,synthetic_analytical
0.052,60,27.60153868,1e-05,synthetic_analytical
0.053,60,27.53337289,1e-05,synthetic_analytical
0.054,60,27.43803499,1e-05,synthetic_analytical
0.055,60,27.31561907,1e-05,synthetic_analytical
0.056,60,27.16624592,1e-05,synthetic_analytical
0.057,60,26.99006297,1e-05,synthetic_analytical
0.058,60,26.78724409,1e-05,synthetic_analytical
0.059,60,26.55798943,1e-05,synthetic_analytical
0.06,60,26.30252524,1e-05,synthetic_analytical
0.061,60,26.02110364,1e-05,synthetic_analytical
0.062,60,25.71400235,1e-05,synthetic_analytical
0.063,60,25.38152444,1e-05,synthetic_analytical
0.064,60,25.02399803,1e-05,synthetic_analytical
0.065,60,24.64177595,1e-05,synthetic_analytical
0.066,60,24.23523542,1e-05,synthetic_analytical
0.067,60,23.80477764,1e-05,synthetic_analytical
0.068,60,23.35082742,1e-05,synthetic_analytical
0.069,60,22.87383274,1e-05,synthetic_analytical
0.07,60,22.37426436,1e-05,synthetic_analytical
0.071,60,21.85261528,1e-05,synthetic_analytical
0.072,60,21.30940031,1e-05,synthetic_analytical
0.073,60,20.74515553,1e-05,synthetic_analytical
0.074,60,20.16043778,1e-05,synthetic_analytical
0.075,60,19.55582412,1e-05,synthetic_analytical
0.076,60,18.93191122,1e-05,synthetic_analytical
0.077,60,18.28931481,1e-05,synthetic_analytical
0.078,60,17.62866906,1e-05,synthetic_analytical
0.079,60,16.95062593,1e-05,synthetic_analytical
0.08,60,16.25585459,1e-05,synthetic_analytical
0.081,60,15.54504068,1e-05,synthetic_analytical
0.082,60,14.81888569,1e-05,synthetic_analytical
0.083,60,14.07810625,1e-05,synthetic_analytical
0.084,60,13.32343342,1e-05,synthetic_analytical
0.085,60,12.55561197,1e-05,synthetic_analytical
0.086,60,11.77539965,1e-05,synthetic_analytical
0.087,60,10.98356642,1e-05,synthetic_analytical
0.088,60,10.18089375,1e-05,synthetic_analytical
0.089,60,9.368173758,1e-05,synthetic_analytical
0.09,60,8.546208512,1e-05,synthetic_analytical
0.091,60,7.715809191,1e-05,synthetic_analytical
0.092,60,6.877795297,1e-05,synthetic_analytical
0.093,60,6.03299385,1e-05,synthetic_analytical
0.094,60,5.182238566,1e-05,synthetic_analytical
0.095,60,4.326369038,1e-05,synthetic_analytical
0.096,60,3.466229907,1e-05,synthetic_analytical
0.097,60,2.602670025,1e-05,synthetic_analytical
0.098,60,1.736541622,1e-05,synthetic_analytical
0.099,60,0.8686994615,1e-05,synthetic_analytical
0.1,60,3.386896867e-15,1e-05,synthetic_analytical
0,64,0,1e-05,synthetic_analytical
0.001,64,0.8350727141,1e-05,synthetic_analytical
0.002,64,1.669321312,1e-05,synthetic_analytical
0.003,64,2.501922492,1e-05,synthetic_analytical
0.004,64,3.332054576,1e-05,synthetic_analytical
0.005,64,4.158898324,1e-05,synthetic_analytical
0.006,64,4.981637742,1e-05,synthetic_analytical
0.007,64,5.799460885,1e-05,synthetic_analytical
0.008,64,6.611560661,1e-05,synthetic_analytical
0.009,64,7.417135624,1e-05,synthetic_analytical
0.01,64,8.215390769,1e-05,synthetic_analytical
0.011,64,9.005538316,1e-05,synthetic_analytical
0.012,64,9.786798484,1e-05,synthetic_analytical
0.013,64,10.55840026,1e-05,synthetic_analytical
0.014,64,11.31958218,1e-05,synthetic_analytical
0.015,64,12.06959303,1e-05,synthetic_analytical
0.016,64,12.80769265,1e-05,synthetic_analytical
0.017,64,13.53315262,1e-05,synthetic_analytical
0.018,64,14.24525701,1e-05,synthetic_analytical
0.019,64,14.94330305,1e-05,synthetic_analytical
0.02,64,15.62660185,1e-05,synthetic_analytical
0.021,64,16.29447908,1e-05,synthetic_analytical
0.022,64,16.94627563,1e-05,synthetic_analytical
0.023,64,17.58134825,1e-05,synthetic_analytical
0.024,64,18.19907021,1e-05,synthetic_analytical
0.025,64,18.79883187,1e-05,synthetic_analytical
0.026,64,19.38004136,1e-05,synthetic_analytical
0.027,64,19.94212509,1e-05,synthetic_analytical
0.028,64,20.48452835,1e-05,synthetic_analytical
0.029,64,21.00671585,1e-05,synthetic_analytical
0.03,64,21.50817226,1e-05,synthetic_analytical
0.031,64,21.98840271,1e-05,synthetic_analytical
0.032,64,22.44693325,1e-05,synthetic_analytical
0.033,64,22.88331138,1e-05,synthetic_analytical
0.034,64,23.29710644,1e-05,synthetic_analytical
0.035,64,23.68791007,1e-05,synthetic_analytical
0.036,64,24.0553366,1e-05,synthetic_analytical
0.037,64,24.39902341,1e-05,synthetic_analytical
0.038,64,24.71863133,1e-05,synthetic_analytical
0.039,64,25.01384495,1e-05,synthetic_analytical
0.04,64,25.28437292,1e-05,synthetic_analytical
0.041,64,25.52994827,1e-05,synthetic_analytical
0.042,64,25.75032864,1e-05,synthetic_analytical
0.043,64,25.94529655,1e-05,synthetic_analytical
0.044,64,26.11465958,1e-05,synthetic_analytical
0.045,64,26.25825059,1e-05,synthetic_analytical
0.046,64,26.37592789,1e-05,synthetic_analytical
0.047,64,26.46757532,1e-05,synthetic_analytical
0.048,64,26.53310246,1e-05,synthetic_analytical
0.049,64,26.57244462,1e-05,synthetic_analytical
0.05,64,26.58556299,1e-05,synthetic_analytical
0.051,64,26.57244462,1e-05,synthetic_analytical
0.052,64,26.53310246,1e-05,synthetic_analytical
0.053,64,26.46757532,1e-05,synthetic_analytical
0.054,64,26.37592789,1e-05,synthetic_analytical
0.055,64,26.25825059,1e-05,synthetic_analytical
0.056,64,26.11465958,1e-05,synthetic_analytical
0.057,64,25.94529655,1e-05,synthetic_analytical
0.058,64,25.75032864,1e-05,synthetic_analytical
0.059,64,25.52994827,1e-05,synthetic_analytical
0.06,64,25.28437292,1e-05,synthetic_analytical
